Date,Close,Volume,GOOGL_return,Days_from_cut,Cut_date
2020-08-03,73.6960220336914,45482000,-0.003487978030174421,-29,2020-09-01
2020-08-04,73.22583770751953,37212000,-0.006380050282183802,-28,2020-09-01
2020-08-05,73.51360321044922,29134000,0.003929835587256569,-27,2020-09-01
2020-08-06,74.79890441894531,33306000,0.01748385540043018,-26,2020-09-01
2020-08-07,74.47187042236328,27718000,-0.004372176292186447,-25,2020-09-01
2020-08-10,74.39483642578125,20546000,-0.0010344039453439313,-22,2020-09-01
2020-08-11,73.5856704711914,31098000,-0.010876641356649674,-21,2020-09-01
2020-08-12,74.91272735595703,22512000,0.018034175353272897,-20,2020-09-01
2020-08-13,75.38041687011719,22388000,0.006243124909040887,-19,2020-09-01
2020-08-14,74.78298950195312,21942000,-0.007925498331926795,-18,2020-09-01
2020-08-17,75.36004638671875,19990000,0.0077164190494223295,-15,2020-09-01
2020-08-18,77.32526397705078,28378000,0.026077712057756663,-14,2020-09-01
2020-08-19,76.77008056640625,30472000,-0.007179845009120167,-13,2020-09-01
2020-08-20,78.3426513671875,26382000,0.02048416243905038,-12,2020-09-01
2020-08-21,78.3088607788086,34838000,-0.0004313179065198458,-11,2020-09-01
2020-08-24,78.78499603271484,25638000,0.00608022194641733,-8,2020-09-01
2020-08-25,79.81383514404297,25150000,0.013058820373626823,-7,2020-09-01
2020-08-26,81.71641540527344,52188000,0.023837725098622364,-6,2020-09-01
2020-08-27,80.9405746459961,31350000,-0.009494307299574456,-5,2020-09-01
2020-08-28,81.48282623291016,22418000,0.006699379010906004,-4,2020-09-01
2020-08-31,80.99077606201172,26422000,-0.006038697890669131,-1,2020-09-01
2020-09-01,82.26065826416016,22652000,0.015679343548654634,0,2020-09-01
2020-09-02,85.35758209228516,49522000,0.03764769080962105,1,2020-09-01
2020-09-03,80.98977661132812,63726000,-0.05117067955644217,2,2020-09-01
2020-09-04,78.58917236328125,55850000,-0.02964083058985867,3,2020-09-01
2020-09-08,75.7258529663086,54032000,-0.03643401897320997,7,2020-09-01
2020-09-09,76.90030670166016,39242000,0.015509283677188623,8,2020-09-01
2020-09-10,75.84761047363281,33024000,-0.013689103115171575,9,2020-09-01
2020-09-11,75.33618927001953,30706000,-0.0067427464150774385,10,2020-09-01
2020-09-14,74.99175262451172,42660000,-0.004571994533374757,13,2020-09-01
2020-09-15,76.29840087890625,23042000,0.017423892743739344,14,2020-09-01
2020-09-16,75.1537857055664,22128000,-0.01500182389348459,15,2020-09-01
2020-09-17,73.90874481201172,40008000,-0.016566575879922274,16,2020-09-01
2020-09-18,72.12195587158203,63056000,-0.024175609327075187,17,2020-09-01
2020-09-21,71.08070373535156,56908000,-0.014437380734439453,20,2020-09-01
2020-09-22,72.55584716796875,33950000,0.02075307861483,21,2020-09-01
2020-09-23,70.04938507080078,37726000,-0.0345452805666433,22,2020-09-01
2020-09-24,70.71887969970703,34552000,0.009557466182316565,23,2020-09-01
2020-09-25,71.5240478515625,30326000,0.011385476626248225,24,2020-09-01
2020-09-28,72.49819946289062,30784000,0.013619917224900746,27,2020-09-01
2020-09-29,72.864013671875,31816000,0.005045838540743697,28,2020-09-01
2020-09-30,72.84313201904297,40924000,-0.00028658389484370606,29,2020-09-01
2020-10-01,73.95148468017578,32884000,0.015215609631434646,30,2020-09-01
2021-01-04,85.79198455810547,37324000,-0.015125648711912576,-28,2021-02-01
2021-01-05,86.48382568359375,20360000,0.008064169736273108,-27,2021-02-01
2021-01-06,85.63044738769531,46588000,-0.009867490124923162,-26,2021-02-01
2021-01-07,88.1881103515625,41936000,0.02986861615106684,-25,2021-02-01
2021-01-08,89.35560607910156,35484000,0.013238697630381546,-24,2021-02-01
2021-01-11,87.29098510742188,34796000,-0.023105668041152216,-21,2021-02-01
2021-01-12,86.35360717773438,29528000,-0.010738542227859416,-20,2021-02-01
2021-01-13,86.84168243408203,23432000,0.0056520540635098815,-19,2021-02-01
2021-01-14,86.0300521850586,29212000,-0.009346090797348494,-18,2021-02-01
2021-01-15,85.86602783203125,31444000,-0.00190659367118029,-17,2021-02-01
2021-01-19,88.69158935546875,41660000,0.03290662902172192,-13,2021-02-01
2021-01-20,93.4430923461914,64152000,0.05357332104715162,-12,2021-02-01
2021-01-21,93.64586639404295,58634000,0.002170027155140586,-11,2021-02-01
2021-01-22,94.0638656616211,32744000,0.004463616854365915,-10,2021-02-01
2021-01-25,94.14935302734376,50586000,0.0009088225868816302,-7,2021-02-01
2021-01-26,94.82878112792967,31462000,0.007216492506205263,-6,2021-02-01
2021-01-27,90.4048080444336,82512000,-0.04665221919838747,-5,2021-02-01
2021-01-28,92.10760498046876,55278000,0.018835247514692455,-4,2021-02-01
2021-01-29,90.82329559326172,44530000,-0.013943575967254596,-3,2021-02-01
2021-02-01,94.08921813964844,40252000,0.03595908434123163,0,2021-02-01
2021-02-02,95.38394165039062,66332000,0.013760593788977316,1,2021-02-01
2021-02-03,102.33028411865234,97882000,0.07282507252344472,2,2021-02-01
2021-02-04,102.06936645507812,48596000,-0.0025497599837764895,3,2021-02-01
2021-02-05,103.8188705444336,29866000,0.017140344357143178,4,2021-02-01
2021-02-08,103.60464477539062,28828000,-0.0020634569411086545,7,2021-02-01
2021-02-09,103.15087127685548,21892000,-0.004379856709309737,8,2021-02-01
2021-02-10,103.70205688476562,25102000,0.005343489600109885,9,2021-02-01
2021-02-11,103.81488800048828,20480000,0.0010880316081680608,10,2021-02-01
2021-02-12,104.12701416015624,18990000,0.003006564527300526,11,2021-02-01
2021-02-16,104.90584564208984,31004000,0.0074796294526962015,15,2021-02-01
2021-02-17,105.29949188232422,20294000,0.003752376598510798,16,2021-02-01
2021-02-18,104.66280364990234,22546000,-0.006046451137042497,17,2021-02-01
2021-02-19,103.81787109375,37938000,-0.008072901992752346,18,2021-02-01
2021-02-22,102.10066986083984,29466000,-0.0165405167224002,21,2021-02-01
2021-02-23,102.39191436767578,34658000,0.0028525229778892935,22,2021-02-01
2021-02-24,103.56935119628906,22608000,0.011499314529712423,23,2021-02-01
2021-02-25,100.1965789794922,41548000,-0.03256535044237785,24,2021-02-01
2021-02-26,100.49280548095705,40042000,0.002956453249022273,25,2021-02-01
2021-03-01,102.86608123779295,26060000,0.023616374779044547,28,2021-02-01
2021-03-02,102.60862731933594,25564000,-0.0025028067110077767,29,2021-02-01
2021-03-03,99.97093200683594,33892000,-0.025706369741123503,30,2021-02-01
2021-02-01,94.08921813964844,40252000,0.03595908434123163,-28,2021-03-01
2021-02-02,95.38394165039062,66332000,0.013760593788977316,-27,2021-03-01
2021-02-03,102.33028411865234,97882000,0.07282507252344472,-26,2021-03-01
2021-02-04,102.06936645507812,48596000,-0.0025497599837764895,-25,2021-03-01
2021-02-05,103.8188705444336,29866000,0.017140344357143178,-24,2021-03-01
2021-02-08,103.60464477539062,28828000,-0.0020634569411086545,-21,2021-03-01
2021-02-09,103.15087127685548,21892000,-0.004379856709309737,-20,2021-03-01
2021-02-10,103.70205688476562,25102000,0.005343489600109885,-19,2021-03-01
2021-02-11,103.81488800048828,20480000,0.0010880316081680608,-18,2021-03-01
2021-02-12,104.12701416015624,18990000,0.003006564527300526,-17,2021-03-01
2021-02-16,104.90584564208984,31004000,0.0074796294526962015,-13,2021-03-01
2021-02-17,105.29949188232422,20294000,0.003752376598510798,-12,2021-03-01
2021-02-18,104.66280364990234,22546000,-0.006046451137042497,-11,2021-03-01
2021-02-19,103.81787109375,37938000,-0.008072901992752346,-10,2021-03-01
2021-02-22,102.10066986083984,29466000,-0.0165405167224002,-7,2021-03-01
2021-02-23,102.39191436767578,34658000,0.0028525229778892935,-6,2021-03-01
2021-02-24,103.56935119628906,22608000,0.011499314529712423,-5,2021-03-01
2021-02-25,100.1965789794922,41548000,-0.03256535044237785,-4,2021-03-01
2021-02-26,100.49280548095705,40042000,0.002956453249022273,-3,2021-03-01
2021-03-01,102.86608123779295,26060000,0.023616374779044547,0,2021-03-01
2021-03-02,102.60862731933594,25564000,-0.0025028067110077767,1,2021-03-01
2021-03-03,99.97093200683594,33892000,-0.025706369741123503,2,2021-03-01
2021-03-04,101.0902328491211,49216000,0.011196262951800984,3,2021-03-01
2021-03-05,104.22840118408205,53100000,0.031043239752397422,4,2021-03-01
2021-03-08,99.77660369873048,36868000,-0.042711942568216754,7,2021-03-01
2021-03-09,101.4098129272461,33920000,0.01636865926452047,8,2021-03-01
2021-03-10,101.20256042480467,27100000,-0.0020437125013741397,9,2021-03-01
2021-03-11,104.40087127685548,27702000,0.0316030625966941,10,2021-03-01
2021-03-12,101.8889389038086,33818000,-0.024060454116188512,11,2021-03-01
2021-03-15,102.109619140625,26168000,0.0021658900287964133,14,2021-03-01
2021-03-16,103.57333374023438,31900000,0.014334737627348826,15,2021-03-01
2021-03-17,103.4903335571289,26382000,-0.0008013663373396263,16,2021-03-01
2021-03-18,100.4644775390625,31700000,-0.029238054551211423,17,2021-03-01
2021-03-19,100.74380493164062,46072000,0.0027803597791022927,18,2021-03-01
2021-03-22,100.92918395996094,33536000,0.0018401035026034407,21,2021-03-01
2021-03-23,101.45802307128906,28510000,0.005239704618417607,22,2021-03-01
2021-03-24,101.02063751220705,25218000,-0.004311000213109706,23,2021-03-01
2021-03-25,101.01716613769533,35616000,-3.436302321191409e-05,24,2021-03-01
2021-03-26,100.63298034667967,27978000,-0.003803173318997821,25,2021-03-01
2021-03-29,101.6796875,26492000,0.010401233767641793,28,2021-03-01
2021-03-30,101.71348571777344,27312000,0.0003323989147137052,29,2021-03-01
2021-03-31,102.51119995117188,42570000,0.007842757799215283,30,2021-03-01
2021-04-05,110.28656768798828,48510000,0.04187288708830539,-28,2021-05-03
2021-04-06,109.80445098876952,35240000,-0.004371490647734344,-27,2021-05-03
2021-04-07,111.28409576416016,24134000,0.013475271376221176,-26,2021-05-03
2021-04-08,111.85069274902344,28664000,0.005091446185302662,-25,2021-05-03
2021-04-09,112.8566665649414,26146000,0.008993898841335168,-24,2021-05-03
2021-04-12,111.56193542480467,25024000,-0.011472349658597336,-21,2021-05-03
2021-04-13,112.04949188232422,25682000,0.004370276077257262,-20,2021-05-03
2021-04-14,111.42723083496094,21002000,-0.005553448185349974,-19,2021-05-03
2021-04-15,113.58130645751952,29174000,0.01933168047359146,-18,2021-05-03
2021-04-16,113.45706176757812,26282000,-0.0010938832613961447,-17,2021-05-03
2021-04-19,113.8054656982422,30290000,0.003070799871212948,-14,2021-05-03
2021-04-20,113.27117919921876,22288000,-0.004694734965015712,-13,2021-05-03
2021-04-21,113.2383804321289,23204000,-0.0002895596860713612,-12,2021-05-03
2021-04-22,111.95457458496094,24146000,-0.011337197178808434,-11,2021-05-03
2021-04-23,114.31094360351562,29066000,0.021047545643313237,-10,2021-05-03
2021-04-26,114.80795288085938,32038000,0.004347871355761201,-7,2021-05-03
2021-04-27,113.8661117553711,44386000,-0.008203622674691102,-6,2021-05-03
2021-04-28,117.24881744384766,81106000,0.029707747426591213,-5,2021-05-03
2021-04-29,118.92477416992188,41234000,0.014294018162501754,-4,2021-05-03
2021-04-30,116.97347259521484,44856000,-0.016407864453196086,-3,2021-05-03
2021-05-03,116.45558166503906,28242000,-0.004427422035831463,0,2021-05-03
2021-05-04,114.65388488769533,44818000,-0.015471107108682491,1,2021-05-03
2021-05-05,115.04851531982422,26636000,0.003441928134536809,2,2021-05-03
2021-05-06,116.1707763671875,25190000,0.009754676487945035,3,2021-05-03
2021-05-07,116.89543914794922,28898000,0.006237909424580579,4,2021-05-03
2021-05-10,113.90438079833984,30914000,-0.025587468351299214,7,2021-05-03
2021-05-11,112.82634735107422,34186000,-0.009464372131342436,8,2021-05-03
2021-05-12,109.3566436767578,46376000,-0.030752601283102532,9,2021-05-03
2021-05-13,110.78758239746094,33204000,0.01308506435999246,10,2021-05-03
2021-05-14,113.2398681640625,31996000,0.02213502374123255,11,2021-05-03
2021-05-17,113.76371002197266,21598000,0.004625949026638043,14,2021-05-03
2021-05-18,112.44910430908205,22204000,-0.011555580532989884,15,2021-05-03
2021-05-19,112.8979034423828,23684000,0.003991131241625201,16,2021-05-03
2021-05-20,114.65985107421876,32352000,0.01560655758975349,17,2021-05-03
2021-05-21,114.02266693115234,40632000,-0.00555716876567347,18,2021-05-03
2021-05-24,117.34822845458984,31832000,0.02916579319658874,21,2021-05-03
2021-05-25,117.43917846679688,22440000,0.0007750437599680637,22,2021-05-03
2021-05-26,118.30598449707033,21572000,0.007380893170318981,23,2021-05-03
2021-05-27,117.42974090576172,35224000,-0.007406587207178017,24,2021-05-03
2021-05-28,117.13997650146484,21482000,-0.0024675555107407376,25,2021-05-03
2021-06-01,118.3492202758789,23354000,0.010323066561302774,29,2021-05-03
2021-06-02,117.8228759765625,21158000,-0.00444738290703961,30,2021-05-03
2021-07-06,125.43770599365234,26404000,0.007444603133013983,-27,2021-08-02
2021-07-07,125.7200164794922,24060000,0.0022506030671043398,-26,2021-08-02
2021-07-08,124.2985382080078,23790000,-0.011306698100189028,-25,2021-08-02
2021-07-09,124.77021026611328,18632000,0.00379467099859343,-24,2021-08-02
2021-07-12,126.2185287475586,17668000,0.011607886837381232,-21,2021-08-02
2021-07-13,126.58233642578124,19240000,0.002882363483655226,-20,2021-08-02
2021-07-14,127.47249603271484,23742000,0.0070322576756634,-19,2021-08-02
2021-07-15,126.24785614013672,24218000,-0.00960709118195846,-18,2021-08-02
2021-07-16,126.21306610107422,20424000,-0.00027556934530348354,-17,2021-08-02
2021-07-19,123.83531951904295,27968000,-0.018839147605582363,-14,2021-08-02
2021-07-20,125.45709228515624,26312000,0.01309620528627864,-13,2021-08-02
2021-07-21,126.78860473632812,20746000,0.0106132895870521,-12,2021-08-02
2021-07-22,127.65589904785156,14302000,0.006840475240871058,-11,2021-08-02
2021-07-23,132.22201538085938,41506000,0.03576894109136486,-10,2021-08-02
2021-07-26,133.23594665527344,30572000,0.0076683997857200925,-7,2021-08-02
2021-07-27,131.11366271972656,54710000,-0.015928763887105846,-6,2021-08-02
2021-07-28,135.2826690673828,95130000,0.03179688722881657,-5,2021-08-02
2021-07-29,134.96804809570312,31716000,-0.002325656152769806,-4,2021-08-02
2021-07-30,133.92332458496094,25576000,-0.0077405247055317705,-3,2021-08-02
2021-08-02,134.05055236816406,21634000,0.0009500046657100469,0,2021-08-02
2021-08-03,134.82142639160156,20762000,0.005750621760366448,1,2021-08-02
2021-08-04,134.3199462890625,19676000,-0.00371958757566071,2,2021-08-02
2021-08-05,135.43922424316406,17870000,0.008332924372176365,3,2021-08-02
2021-08-06,134.92929077148438,20488000,-0.0037650353841673923,4,2021-08-02
2021-08-09,136.09677124023438,17760000,0.008652535428554486,7,2021-08-02
2021-08-10,135.9914093017578,19414000,-0.0007741692732047278,8,2021-08-02
2021-08-11,135.46658325195312,15352000,-0.0038592588495066638,9,2021-08-02
2021-08-12,136.37608337402344,16506000,0.006713833775365385,10,2021-08-02
2021-08-13,136.9064178466797,15948000,0.003888764507202991,11,2021-08-02
2021-08-16,137.48495483398438,22384000,0.004225784272236188,14,2021-08-02
2021-08-17,135.84678649902344,21716000,-0.01191525528694437,15,2021-08-02
2021-08-18,134.6415252685547,19258000,-0.00887221009440231,16,2021-08-02
2021-08-19,134.87112426757812,21782000,0.001705261423364579,17,2021-08-02
2021-08-20,136.61021423339844,31194000,0.012894457396010361,18,2021-08-02
2021-08-23,139.20663452148438,28454000,0.01900604799323391,21,2021-08-02
2021-08-24,140.4193572998047,19268000,0.008711673710732226,22,2021-08-02
2021-08-25,141.2319793701172,15848000,0.005787108600543656,23,2021-08-02
2021-08-26,140.59730529785156,20610000,-0.004493841091063211,24,2021-08-02
2021-08-27,143.1455078125,28780000,0.018124120581473058,25,2021-08-02
2021-08-30,143.72850036621094,24434000,0.004072726854094322,28,2021-08-02
2021-08-31,143.83486938476562,22448000,0.000740069076652583,29,2021-08-02
2021-09-01,144.3498077392578,21936000,0.003580066201573917,30,2021-08-02
2021-08-02,134.05055236816406,21634000,0.0009500046657100469,-30,2021-09-01
2021-08-03,134.82142639160156,20762000,0.005750621760366448,-29,2021-09-01
2021-08-04,134.3199462890625,19676000,-0.00371958757566071,-28,2021-09-01
2021-08-05,135.43922424316406,17870000,0.008332924372176365,-27,2021-09-01
2021-08-06,134.92929077148438,20488000,-0.0037650353841673923,-26,2021-09-01
2021-08-09,136.09677124023438,17760000,0.008652535428554486,-23,2021-09-01
2021-08-10,135.9914093017578,19414000,-0.0007741692732047278,-22,2021-09-01
2021-08-11,135.46658325195312,15352000,-0.0038592588495066638,-21,2021-09-01
2021-08-12,136.37608337402344,16506000,0.006713833775365385,-20,2021-09-01
2021-08-13,136.9064178466797,15948000,0.003888764507202991,-19,2021-09-01
2021-08-16,137.48495483398438,22384000,0.004225784272236188,-16,2021-09-01
2021-08-17,135.84678649902344,21716000,-0.01191525528694437,-15,2021-09-01
2021-08-18,134.6415252685547,19258000,-0.00887221009440231,-14,2021-09-01
2021-08-19,134.87112426757812,21782000,0.001705261423364579,-13,2021-09-01
2021-08-20,136.61021423339844,31194000,0.012894457396010361,-12,2021-09-01
2021-08-23,139.20663452148438,28454000,0.01900604799323391,-9,2021-09-01
2021-08-24,140.4193572998047,19268000,0.008711673710732226,-8,2021-09-01
2021-08-25,141.2319793701172,15848000,0.005787108600543656,-7,2021-09-01
2021-08-26,140.59730529785156,20610000,-0.004493841091063211,-6,2021-09-01
2021-08-27,143.1455078125,28780000,0.018124120581473058,-5,2021-09-01
2021-08-30,143.72850036621094,24434000,0.004072726854094322,-2,2021-09-01
2021-08-31,143.83486938476562,22448000,0.000740069076652583,-1,2021-09-01
2021-09-01,144.3498077392578,21936000,0.003580066201573917,0,2021-09-01
2021-09-02,142.43280029296875,32342000,-0.013280290956478424,1,2021-09-01
2021-09-03,142.88259887695312,19850000,0.0031579705170381445,2,2021-09-01
2021-09-07,143.4203643798828,20124000,0.0037636878609186297,6,2021-09-01
2021-09-08,142.83436584472656,18344000,-0.004085880953447418,7,2021-09-01
2021-09-09,142.68527221679688,15314000,-0.0010438218215059747,8,2021-09-01
2021-09-10,140.03616333007812,36840000,-0.018566098978272105,9,2021-09-01
2021-09-13,141.48397827148438,22094000,0.010338864668790082,12,2021-09-01
2021-09-14,141.69468688964844,19674000,0.001489275469479301,13,2021-09-01
2021-09-15,143.56846618652344,27408000,0.01322406180504343,14,2021-09-01
2021-09-16,142.75387573242188,26190000,-0.005673881429110295,15,2021-09-01
2021-09-17,139.96063232421875,53384000,-0.019566848142454574,16,2021-09-01
2021-09-20,137.8925018310547,46518000,-0.014776515787476852,19,2021-09-01
2021-09-21,138.20416259765625,25332000,0.002260171963399449,20,2021-09-01
2021-09-22,139.44717407226562,25056000,0.008994023416125874,21,2021-09-01
2021-09-23,140.3741455078125,20952000,0.006647473795822423,22,2021-09-01
2021-09-24,141.36717224121094,22984000,0.00707414267638895,23,2021-09-01
2021-09-27,140.23098754882812,21882000,-0.008037118337800297,26,2021-09-01
2021-09-28,135.02024841308594,45772000,-0.0371582574352749,27,2021-09-01
2021-09-29,133.55255126953125,30848000,-0.01087020029073238,28,2021-09-01
2021-09-30,132.8790740966797,37996000,-0.005042787774921398,29,2021-09-01
2021-10-01,135.72898864746094,35360000,0.021447429327417833,30,2021-09-01
